asin,title,brand,amazon_subcategory,lookup_action,filter_reason,matched_keyword
B0BT9WJBV4,subsh labradorite crystal ball - crystal sphere - gemstone ball with stand - healing crystal ball - gazing ball with stand - sphere gifts - large crystal ball - home decor,subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTMBSG2M,subsh rainbow moonstone tumble gemstone - chakra healing crystals - smooth stones - stone essentials - rocks and crystals - polished rocks large - gem stone kit - witchy gifts (10 pcs),subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTMC4D1Y,subsh lepidolite tumbled stones and crystals bulk - healing stones - pointy rocks - pack of crystals rocks - recover gemstone - rocks polished - smooth stones - spiritual gemstones (10 pcs),subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTMCL3N8,subsh citrine tumble gemstone - smooth crystal stone - healing crystals set - bundle of crystals - meditation accessories - cool rocks - crystal sets for healing - spiritual gifts (10 pcs),subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTMD6SHM,subsh green jade natural gemstones - tumbled crystals - smooth stones - positive crystals - small crystals bulk - stone chakra set - healing reiki crystals - stone to decoration (10 pcs),subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTPDJBLK,tiger eye crystal - vector pendulum - healing crystals and stones - spiritual pendulum - chakra crystals pendulum - divination crystals - gemstones and crystals - reiki crystals and healing stones,naribabu,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTPFHY42,"naribabu lapis lazuli tree, crystal for positive energy, feng shui stones, spiritual gifts, gemstone bonsai, tree of life decor, good luck gems",naribabu,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTRV726T,hand carved pines nut pines cones filbert healing crystals natural gemstone amulets reiki pendant necklace 22 inch,justinstones,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTT93CYN,subsh golden pyrite crystals and healing stones - polished moldavite - tumble gemstone - crystal set - decorative rocks - gem stones rocks crystals - boji stones pair - reiki supplies,subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTVNVDHZ,"sodalite crystal, raw crystals bulk, healing crystals, metaphysical supplies, sodalite, crystal, raw rocks, raw gemstones, gemstones for tumbling, stones and crystals from india, sodalite raw 1lb",subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BTVPNXJV,"black tourmaline, rough crystals and stones, healing crystals, tourmaline, crystal set, authentic gemstones, gemstones for crafts, precious gemstones, spiritual stones, raw stones, tourmaline crystal",subsh,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BVB4VYFG,green jade crystal - healing crystal wands - energy stones and crystals - stone wand - green jade gemstone - healing wand - gemstone wand - small crystal tower bulk - natural stones,naribabu,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BVFXFSYB,naribabu rainbow moonstone - crystal wands for healing - crystal set wicca - gemstone wand - meditation crystal - crystal point set - moonstone crystals - reiki wand - meditation decor,naribabu,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BWC8R1TS,"mãveitstoolsoftenersforwomenbyaeryonwellnessall-naturallaxativefreecoloncleanseranddetoxforweightlossibsreliefprovidesbloatingrelief,restoresguthealth-60cap",aeryon ashlie wellness,laxatives,REMAP,Contains non-supplement keyword: 'cleanser',cleanser
B0BWSCKH8K,"chakra tree of life natural gemstone crystal tree,healing stones(406 stone count) with amethyst cluster,fengshui decor bonsai money tree,positive energy good luck gift size 8.5-9",masgemes,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BXJNKYJN,"masgemes rose quartz gemstone crystal tree of life, healing stone of emotional positive energy for love, good luck, chakra, feng shui decor, spiritual gift, size 7.5-8",masgemes,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0BZWP4YJ4,tonic-klenz - non-gmo alkalizing & energizing complete flush and natural cleanser,biogenic foods,weight loss detox & cleanse,REMAP,Contains non-supplement keyword: 'cleanser',cleanser
B0C3GS3J3B,adjustablecrystalbraceletâyellowjaspergemstonebeadbraceletâchicgemstonebraceletformenandwomenâ8mmroundhealingcrystalbeadbracelets(yellowjasper),anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C3GSVFYS,"mariamjasperbraceletâhealingcrystalbraceletforwomen,menâchicgemstonebraceletformenandwomenâ8mmroundbeadbraceletsforspiritualhealing,protection,positiveenergy",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C3GT9ND9,"kiwijasperbraceletâhealingcrystalbraceletforwomen,menâchicgemstonebraceletformenandwomenâ8mmroundbeadbraceletsforspiritualhealing,protection,positiveenergy",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C3GVB2Y4,"dalmatianjasperbraceletâhealingcrystalbraceletforwomen,menâchicgemstonebraceletformenandwomenâ8mmroundbeadbraceletsforspiritualhealing,protection,positiveenergy",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C3GWFVZS,"7chakrabraceletâhealingcrystalbraceletforwomen,menâchicgemstonebraceletformenandwomenâ8mmroundbeadbraceletsforspiritualhealing,protection,positiveenergy",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C3GWQ6N2,"naturalaaa-gradetigereyebraceletâhealingcrystalbraceletforwomen,menâchicgemstonebraceletformenandwomenâ8mmroundbeadbraceletsforspiritualhealing,protection,positiveenergy",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C3GX36V4,"amazonitebraceletâhealingcrystalbraceletforwomen,menâchicgemstonebraceletformenandwomenâ8mmroundbeadbraceletsforspiritualhealing,protection,positiveenergy",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C3GXC5FT,"goldsheenobsidianbraceletâhealingcrystalbraceletforwomen,menâchicgemstonebraceletformenandwomenâ8mmroundbeadbraceletsforspiritualhealing,protection,positiveenergy",anaya agate,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C3QMJRFR,wholesalegemshop 3 inch (70 mm) gemstones angelite obelisk tower jumbo facet aura rock crystal natural polished earth wand spirit,wholesalegemshop,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C5SYVRLD,"tgh natural carnelian chips crystal earring, yoga jewelry, meditation earring, raw gemstone, energy healing crystals, birthday, gemstone jewelry, gift for her, valentine day gift (carnelian)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C5T1J59R,"tgh natural neon apatite chips crystal earring, yoga jewelry, meditation earring, raw gemstone, energy healing crystals, birthday, gemstone jewelry, valentine day gift (neon apatite)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C5T317W3,"tgh tgh natural black spinel chips crystal earring, yoga jewelry, meditation earring, energy healing crystals, birthday, gemstone jewelry, gift for her, valentine day gift (black spinel)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C5ZCKH58,"pyor labradorite crystal, round crystal ball, spiritual crystals, crystal balls, crystals and stones, gemstone collection, decorative balls, energy crystals, meditation altar",pyor,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C6SK1577,justinstones carved hematite gemstone peace angel pocket guardian angel healing statue 2 inch,justinstones,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0C7KSTVMY,"tgh natural bloodstone beads crystal earring, gemstone round beads, energy healing crystals, birthday, gift for her, jewelry, valentine day gift (bloodstone)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0C9SKNGVY,caiyao 2 couple unisex healing stone bracelets natural gemstone charm stretch bracelet energy heart charm tiger eye 8mm beads bracelet handmade,caiyao,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CBBMVLVS,"natural clear quartz heart crystals earring, heart gemstone, energy healing crystals, birthday, gift for her, gemstone jewelry, valentine day gift (clear quartz)",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CBQK3QNG,"dr. teal's hemp seed oil foaming bath gift set (2 pack, 34oz ea) - cannabis sativa hemp seed oil - essential oils blended with pure epsom salt calm the senses & alleviates daily stress",dr teal's,cbd & hemp extract products,REMAP,Contains non-supplement keyword: 'essential oil',essential oil
B0CCBYRPQN,"vitamin k2 (90mcg) + d3 (125mcg) vegetarian capsules spring valley, 90 count and bookmark gift of yolomolo",yolomolo,vitamin d supplements,REMAP,Contains non-supplement keyword: 'book',book
B0CCC1DBK8,"vitamin b12 quick-dissolve tablets dietary supplement spring valley, 2,500 mcg, cherry flavor, 120 count and bookmark gift of yolomolo",yolomolo,vitamin b12,REMAP,Contains non-supplement keyword: 'book',book
B0CCJVH1VJ,selenite heart crystal gemstone charging bowl -rsh216,gem avenue,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
B0CCRWDWPX,"natural neon apatite beads with raw bracelet micro faceted gemstones jewelry for her, birthstone energy healing crystals, silver plated chain 8 inch, valentine day gift",tgh,other alternative medicine,REMAP,Contains non-supplement keyword: 'jewelry',jewelry
B0CCSF9Y4T,"howlite mala beads 108 hand knotted prayer beads - meditation beads mala for women men - natural gemstones healing crystal mala for yoga, prayer, meditation japa mala (plain)",amazing gemstone,other alternative medicine,REMAP,Contains non-supplement keyword: 'gemstone',gemstone
